timestamp,age,gender,drink_preference,socials_preference,total_spend,weather,return_likelihood
17/06/2023,65,F,cocktail,Facebook,44.43,Cloudy,Yes
09/06/2023,47,M,whiskey,Facebook,60.49,Cloudy,Yes
24/06/2023,40,M,whiskey,Facebook,54.55,Rainy,Yes
25/06/2023,45,M,wine,Facebook,78.79,Sunny,No
04/06/2023,65,F,wine,Facebook,58.25,Sunny,Yes
11/06/2023,48,M,whiskey,Twitter,76.33,Sunny,Yes
27/06/2023,28,F,cocktail,TikTok,26.62,Cloudy,No
08/06/2023,53,M,whiskey,Facebook,64.26,Cloudy,Yes
24/06/2023,50,M,whiskey,Facebook,81.43,Rainy,Yes
25/06/2023,67,F,wine,Facebook,31.54,Sunny,Yes
08/06/2023,49,M,whiskey,Facebook,65.85,Cloudy,Yes
06/06/2023,45,M,whiskey,Facebook,65.75,Sunny,No
28/06/2023,42,M,whiskey,Facebook,79.89,Cloudy,No
14/06/2023,43,M,wine,Facebook,54,Stormy,Yes
14/06/2023,45,M,whiskey,Facebook,81.7,Stormy,Yes
25/06/2023,61,F,wine,Facebook,33.85,Sunny,Yes
08/06/2023,45,M,whiskey,Facebook,60.61,Cloudy,Yes
04/06/2023,40,M,whiskey,Twitter,75.68,Sunny,Yes
26/06/2023,60,F,wine,Instagram,53.16,Rainy,No
03/06/2023,51,M,wine,Facebook,67.92,Rainy,No
22/06/2023,50,M,beer,Facebook,54.28,Cloudy,Yes
24/06/2023,47,M,whiskey,Facebook,49.87,Rainy,No
10/06/2023,46,M,whiskey,Facebook,70.13,Sunny,Yes
27/06/2023,41,M,wine,Facebook,86.61,Cloudy,Yes
14/06/2023,31,M,cocktail,TikTok,26.92,Stormy,No
04/06/2023,54,M,whiskey,Facebook,77.68,Sunny,Yes
29/06/2023,24,M,cocktail,Twitter,35.08,Rainy,Yes
03/06/2023,50,M,wine,Facebook,72.12,Rainy,No
10/06/2023,43,M,whiskey,Facebook,73.42,Sunny,Yes
24/06/2023,18,F,beer,Instagram,32.88,Rainy,No
25/06/2023,84,F,wine,Facebook,37.42,Sunny,No
25/06/2023,53,F,cocktail,Instagram,62.49,Sunny,Yes
10/06/2023,45,M,whiskey,Facebook,80.22,Sunny,Yes
08/06/2023,55,M,whiskey,Facebook,58.69,Cloudy,Yes
14/06/2023,39,M,whiskey,Facebook,74.12,Stormy,Yes
14/06/2023,42,M,wine,Twitter,74.37,Stormy,No
03/06/2023,48,M,whiskey,Facebook,70.53,Rainy,No
27/06/2023,41,M,whiskey,Facebook,87.94,Cloudy,Yes
17/06/2023,43,M,whiskey,Facebook,63.88,Cloudy,Yes
03/06/2023,24,F,cocktail,Twitter,49.78,Rainy,No
25/06/2023,54,M,whiskey,Facebook,61.22,Sunny,Yes
05/06/2023,66,F,wine,Instagram,42.74,Cloudy,Yes
03/06/2023,61,F,wine,Facebook,52.08,Rainy,No
04/06/2023,41,M,wine,Facebook,74.38,Sunny,No
05/06/2023,50,M,whiskey,Facebook,84.34,Cloudy,Yes
17/06/2023,74,F,wine,Facebook,48.55,Cloudy,Yes
24/06/2023,18,M,wine,TikTok,37.24,Rainy,Yes
18/06/2023,29,F,cocktail,TikTok,31.96,Sunny,No
03/06/2023,42,M,whiskey,Facebook,59.18,Rainy,No
02/06/2023,22,F,cocktail,TikTok,24.03,Cloudy,No
13/06/2023,52,M,whiskey,Facebook,64.84,Sunny,Yes
25/06/2023,50,M,whiskey,Facebook,63.1,Sunny,Yes
16/06/2023,18,M,beer,Instagram,35.55,Cloudy,Yes
21/06/2023,35,M,wine,Facebook,65.65,Sunny,Yes
17/06/2023,64,F,wine,Facebook,41.48,Cloudy,Yes
22/06/2023,67,F,wine,Instagram,35.36,Cloudy,Yes
25/06/2023,49,M,whiskey,Facebook,61.12,Sunny,Yes
26/06/2023,48,M,whiskey,Facebook,68.48,Rainy,Yes
10/06/2023,45,M,whiskey,Twitter,72.81,Sunny,Yes
29/06/2023,49,M,whiskey,Facebook,73.62,Rainy,Yes
04/06/2023,26,F,beer,Twitter,13.93,Sunny,Yes
25/06/2023,48,M,wine,Facebook,79.34,Sunny,No
25/06/2023,50,M,whiskey,Facebook,75.9,Sunny,Yes
24/06/2023,45,M,wine,Facebook,61.41,Rainy,No
03/06/2023,53,M,whiskey,Facebook,66.48,Rainy,Yes
23/06/2023,34,M,whiskey,Facebook,76.45,Sunny,Yes
02/06/2023,38,M,whiskey,Facebook,84.33,Cloudy,Yes
08/06/2023,47,M,whiskey,Facebook,58.34,Cloudy,No
15/06/2023,57,M,whiskey,Twitter,79.6,Sunny,Yes
25/06/2023,29,F,cocktail,Instagram,28.04,Sunny,No
04/06/2023,25,F,cocktail,Twitter,29.62,Sunny,Yes
25/06/2023,45,M,whiskey,Facebook,57.41,Sunny,Yes
15/06/2023,23,M,beer,TikTok,36.8,Sunny,Yes
11/06/2023,45,M,wine,Facebook,64.05,Sunny,No
03/06/2023,64,F,cocktail,Instagram,37.06,Rainy,No
23/06/2023,42,M,whiskey,Facebook,58.16,Sunny,Yes
09/06/2023,24,M,cocktail,TikTok,2,Cloudy,No
10/06/2023,38,M,whiskey,Facebook,61.77,Sunny,Yes
15/06/2023,68,F,cocktail,Facebook,69.66,Sunny,Yes
10/06/2023,41,M,whiskey,Facebook,74.03,Sunny,Yes
21/06/2023,57,F,wine,Instagram,32.25,Sunny,No
17/06/2023,29,F,beer,Twitter,21.56,Cloudy,No
18/06/2023,36,M,whiskey,Facebook,79.04,Sunny,Yes
17/06/2023,38,M,whiskey,Facebook,74.45,Cloudy,Yes
28/06/2023,43,M,whiskey,Facebook,67.93,Cloudy,Yes
14/06/2023,48,M,whiskey,Facebook,64.31,Stormy,Yes
04/06/2023,54,M,wine,Facebook,61.42,Sunny,No
06/06/2023,45,M,whiskey,Facebook,56.19,Sunny,No
25/06/2023,39,M,whiskey,Facebook,62.7,Sunny,Yes
11/06/2023,39,M,whiskey,Facebook,81.54,Sunny,Yes
10/06/2023,56,F,cocktail,Facebook,63.66,Sunny,Yes
13/06/2023,50,M,whiskey,Facebook,67.27,Sunny,No
09/06/2023,31,M,cocktail,TikTok,43.92,Cloudy,Yes
25/06/2023,63,F,wine,Facebook,57.31,Sunny,Yes
15/06/2023,62,F,cocktail,Facebook,73.41,Sunny,No
24/06/2023,52,M,whiskey,Facebook,85.12,Rainy,Yes
11/06/2023,60,F,wine,Facebook,47.31,Sunny,Yes
24/06/2023,18,F,beer,TikTok,29.31,Rainy,Yes
14/06/2023,66,F,wine,Instagram,52.61,Stormy,No
25/06/2023,47,M,whiskey,Facebook,61.89,Sunny,Yes
03/06/2023,47,M,whiskey,Facebook,83.03,Rainy,Yes
25/06/2023,44,M,whiskey,Facebook,65.79,Sunny,Yes
13/06/2023,62,F,wine,Facebook,58.08,Sunny,No
03/06/2023,24,F,beer,TikTok,37.21,Rainy,No
02/06/2023,32,F,beer,TikTok,43.89,Cloudy,No
03/06/2023,20,F,cocktail,Twitter,47.57,Rainy,No
22/06/2023,45,M,wine,Facebook,49.48,Cloudy,No
25/06/2023,62,F,wine,Instagram,57.22,Sunny,Yes
11/06/2023,40,M,whiskey,Facebook,86.09,Sunny,Yes
21/06/2023,37,M,whiskey,Facebook,74.07,Sunny,Yes
03/06/2023,47,M,whiskey,Instagram,66.57,Rainy,Yes
11/06/2023,50,M,whiskey,Facebook,83.19,Sunny,No
04/06/2023,36,M,whiskey,Facebook,69.7,Sunny,Yes
24/06/2023,69,F,wine,Instagram,55.19,Rainy,Yes
17/06/2023,69,F,cocktail,Facebook,48.99,Cloudy,No
02/06/2023,48,M,whiskey,Facebook,74.45,Cloudy,Yes
17/06/2023,48,M,whiskey,Facebook,72.65,Cloudy,Yes
18/06/2023,52,M,whiskey,Facebook,67.18,Sunny,Yes
11/06/2023,40,M,wine,Facebook,77.01,Sunny,No
16/06/2023,42,M,whiskey,Facebook,77.17,Cloudy,Yes
17/06/2023,53,M,whiskey,Twitter,62.9,Cloudy,Yes
08/06/2023,37,M,whiskey,Facebook,58.38,Cloudy,Yes
18/06/2023,32,M,whiskey,Facebook,64.13,Sunny,Yes
17/06/2023,44,M,whiskey,Facebook,63.18,Cloudy,Yes
28/06/2023,63,F,wine,Instagram,45.93,Cloudy,No
20/06/2023,43,M,whiskey,Facebook,72.53,Sunny,Yes
10/06/2023,41,M,whiskey,Facebook,64.9,Sunny,No
04/06/2023,29,F,cocktail,Instagram,15.92,Sunny,Yes
14/06/2023,20,M,cocktail,Twitter,25.58,Stormy,Yes
17/06/2023,51,M,whiskey,Twitter,51.27,Cloudy,Yes
22/06/2023,48,M,whiskey,Facebook,81.97,Cloudy,Yes
16/06/2023,43,M,whiskey,Facebook,73.4,Cloudy,Yes
19/06/2023,46,M,whiskey,Facebook,71.48,Cloudy,Yes
23/06/2023,40,M,whiskey,Facebook,64.65,Sunny,Yes
12/06/2023,42,M,whiskey,Twitter,71.04,Rainy,No
24/06/2023,72,F,wine,Instagram,41.03,Rainy,No
04/06/2023,40,M,whiskey,Facebook,64.31,Sunny,Yes
14/06/2023,18,M,beer,TikTok,35.22,Stormy,No
15/06/2023,56,M,wine,Facebook,86.11,Sunny,Yes
05/06/2023,27,M,cocktail,Twitter,36.16,Cloudy,No
20/06/2023,48,M,whiskey,Facebook,88.93,Sunny,No
23/06/2023,61,F,wine,Instagram,56.02,Sunny,Yes
01/06/2023,43,M,beer,Facebook,87.45,Cloudy,Yes
18/06/2023,64,F,wine,Facebook,46.08,Sunny,No
23/06/2023,41,M,wine,Facebook,76.62,Sunny,Yes
26/06/2023,26,M,cocktail,TikTok,31.51,Rainy,Yes
11/06/2023,39,M,whiskey,Facebook,75.6,Sunny,Yes
16/06/2023,40,M,wine,Twitter,76.08,Cloudy,Yes
17/06/2023,73,F,wine,Instagram,43.1,Cloudy,Yes
15/06/2023,18,F,beer,Instagram,21.02,Sunny,No
25/06/2023,71,F,wine,Instagram,41.93,Sunny,No
03/06/2023,53,M,whiskey,Facebook,65.13,Rainy,No
04/06/2023,65,F,wine,Facebook,65.8,Sunny,No
04/06/2023,28,M,beer,Twitter,32.94,Sunny,Yes
13/06/2023,45,M,whiskey,Facebook,80.33,Sunny,Yes
04/06/2023,53,M,whiskey,Facebook,72.3,Sunny,Yes
29/06/2023,44,M,whiskey,Facebook,86.88,Rainy,Yes
04/06/2023,59,F,wine,Instagram,43.26,Sunny,No
04/06/2023,49,M,wine,Facebook,56.82,Sunny,No
19/06/2023,67,F,cocktail,Instagram,50.24,Cloudy,Yes
03/06/2023,73,F,cocktail,Facebook,34.15,Rainy,No
16/06/2023,45,M,whiskey,Facebook,84.06,Cloudy,Yes
11/06/2023,61,F,wine,Facebook,62.16,Sunny,No
18/06/2023,47,M,wine,Facebook,76.96,Sunny,No
24/06/2023,51,M,whiskey,Twitter,56.52,Rainy,Yes
18/06/2023,64,F,wine,Facebook,45.43,Sunny,No
25/06/2023,48,M,whiskey,Facebook,78.33,Sunny,Yes
04/06/2023,42,M,whiskey,Facebook,69.64,Sunny,Yes
17/06/2023,43,M,wine,Facebook,82.04,Cloudy,Yes
12/06/2023,56,M,whiskey,Facebook,70.73,Rainy,Yes
29/06/2023,75,F,cocktail,Facebook,45.51,Rainy,Yes
10/06/2023,54,M,whiskey,Facebook,66.95,Sunny,Yes
02/06/2023,53,M,whiskey,Facebook,83.57,Cloudy,No
04/06/2023,59,F,wine,Instagram,47.44,Sunny,No
30/06/2023,75,F,cocktail,Facebook,51.39,Sunny,No
20/06/2023,47,M,wine,Facebook,70.32,Sunny,Yes
17/06/2023,59,F,wine,Facebook,47.84,Cloudy,Yes
12/06/2023,48,M,wine,Facebook,58.95,Rainy,Yes
30/06/2023,50,M,whiskey,Facebook,79.17,Sunny,Yes
17/06/2023,44,M,wine,Facebook,72.1,Cloudy,No
04/06/2023,50,M,whiskey,Facebook,58.2,Sunny,Yes
22/06/2023,39,F,wine,TikTok,26.22,Cloudy,No
23/06/2023,48,M,whiskey,Twitter,47.93,Sunny,No
17/06/2023,66,F,wine,Facebook,47.97,Cloudy,No
26/06/2023,39,M,whiskey,Twitter,66.11,Rainy,Yes
07/06/2023,80,F,cocktail,Facebook,52.83,Sunny,Yes
24/06/2023,42,M,whiskey,Facebook,70.03,Rainy,Yes
17/06/2023,44,M,whiskey,Facebook,52.54,Cloudy,Yes
02/06/2023,55,M,whiskey,Facebook,81.96,Cloudy,Yes
10/06/2023,71,F,cocktail,Facebook,50.67,Sunny,Yes
26/06/2023,69,F,cocktail,Instagram,54.3,Rainy,No
11/06/2023,26,O,cocktail,TikTok,40.86,Sunny,No
01/06/2023,73,F,cocktail,Facebook,49.04,Cloudy,Yes
08/06/2023,25,M,cocktail,TikTok,45.32,Cloudy,Yes
06/06/2023,73,F,wine,Instagram,42.64,Sunny,Yes
06/06/2023,25,F,cocktail,TikTok,42.21,Sunny,No
25/06/2023,39,M,whiskey,Facebook,72.45,Sunny,Yes
28/06/2023,25,M,cocktail,TikTok,14.95,Cloudy,No
27/06/2023,45,M,whiskey,Facebook,54.86,Cloudy,Yes
04/06/2023,45,M,whiskey,Twitter,84.48,Sunny,Yes
25/06/2023,56,M,whiskey,Facebook,66.06,Sunny,Yes
23/06/2023,47,M,whiskey,Facebook,64.33,Sunny,Yes
27/06/2023,42,M,whiskey,Facebook,77.23,Cloudy,Yes
20/06/2023,52,M,whiskey,Twitter,58.8,Sunny,Yes
11/06/2023,51,M,whiskey,Twitter,87.28,Sunny,Yes
15/06/2023,37,M,whiskey,Facebook,72.54,Sunny,Yes
03/06/2023,25,M,cocktail,TikTok,26.16,Rainy,No
23/06/2023,47,M,whiskey,Facebook,98.59,Sunny,Yes
08/06/2023,48,M,whiskey,Facebook,62.22,Cloudy,Yes
06/06/2023,74,F,wine,Facebook,46.27,Sunny,Yes
10/06/2023,35,M,cocktail,Twitter,36.86,Sunny,No
15/06/2023,47,M,whiskey,Facebook,64.12,Sunny,No
04/06/2023,70,F,cocktail,Instagram,49.57,Sunny,Yes
18/06/2023,45,M,whiskey,Facebook,44.01,Sunny,Yes
25/06/2023,55,M,whiskey,Facebook,61.72,Sunny,No
26/06/2023,24,F,cocktail,TikTok,32.08,Rainy,No
30/06/2023,39,M,wine,Facebook,81.84,Sunny,No
25/06/2023,43,M,whiskey,Facebook,78.23,Sunny,Yes
03/06/2023,18,F,cocktail,Instagram,56.02,Rainy,No
20/06/2023,45,M,whiskey,Facebook,66.61,Sunny,Yes
28/06/2023,47,M,whiskey,Facebook,79.34,Cloudy,Yes
17/06/2023,65,F,wine,Instagram,58.99,Cloudy,Yes
03/06/2023,37,M,whiskey,Facebook,69.4,Rainy,Yes
10/06/2023,23,M,beer,Instagram,34.67,Sunny,No
10/06/2023,44,M,whiskey,Facebook,66.03,Sunny,Yes
11/06/2023,64,F,wine,Facebook,52.62,Sunny,Yes
28/06/2023,40,M,wine,Facebook,71.35,Cloudy,No
03/06/2023,49,M,whiskey,Facebook,56.67,Rainy,No
18/06/2023,49,M,whiskey,Facebook,48.07,Sunny,Yes
18/06/2023,39,F,cocktail,TikTok,46.17,Sunny,Yes
03/06/2023,41,M,whiskey,Facebook,86.57,Rainy,Yes
19/06/2023,53,M,whiskey,Facebook,65.13,Cloudy,Yes
18/06/2023,30,M,cocktail,Twitter,40.44,Sunny,No
25/06/2023,40,M,wine,Facebook,65.46,Sunny,No
21/06/2023,28,M,cocktail,TikTok,28.27,Sunny,No
12/06/2023,73,F,cocktail,Facebook,53.59,Rainy,No
08/06/2023,53,M,wine,Facebook,73.29,Cloudy,Yes
25/06/2023,28,M,cocktail,Twitter,48.86,Sunny,No
18/06/2023,46,M,wine,Twitter,89.84,Sunny,Yes
03/06/2023,64,F,wine,Facebook,30.08,Rainy,No
16/06/2023,61,F,wine,Facebook,51.57,Cloudy,Yes
28/06/2023,41,M,whiskey,Facebook,51.88,Cloudy,Yes
10/06/2023,68,F,wine,Facebook,74.11,Sunny,Yes
23/06/2023,41,M,wine,Facebook,66.66,Sunny,No
18/06/2023,40,M,whiskey,Facebook,79.38,Sunny,Yes
14/06/2023,44,M,whiskey,Facebook,75.2,Stormy,No
23/06/2023,43,M,wine,Facebook,53.74,Sunny,No
08/06/2023,35,M,wine,Facebook,64.12,Cloudy,Yes
03/06/2023,43,M,whiskey,Twitter,78.24,Rainy,Yes
20/06/2023,25,F,beer,Twitter,8.79,Sunny,No
15/06/2023,45,M,wine,Twitter,64.45,Sunny,Yes
18/06/2023,77,F,wine,Facebook,63.69,Sunny,Yes
10/06/2023,38,M,whiskey,Facebook,62.89,Sunny,Yes
03/06/2023,70,F,cocktail,Facebook,30.45,Rainy,Yes
07/06/2023,47,M,whiskey,Facebook,66.41,Sunny,Yes
18/06/2023,49,M,whiskey,Twitter,77.88,Sunny,Yes
05/06/2023,46,M,whiskey,Facebook,60.28,Cloudy,Yes
04/06/2023,42,M,wine,Facebook,66.38,Sunny,Yes
17/06/2023,41,M,whiskey,Facebook,51.64,Cloudy,No
29/06/2023,59,F,wine,Facebook,52.12,Rainy,Yes
06/06/2023,61,F,wine,Facebook,57.85,Sunny,Yes
09/06/2023,52,M,whiskey,Facebook,73.51,Cloudy,Yes
14/06/2023,40,M,whiskey,Facebook,53.04,Stormy,No
11/06/2023,42,M,wine,Facebook,75.36,Sunny,No
10/06/2023,38,M,wine,Facebook,67.86,Sunny,No
03/06/2023,67,F,cocktail,Instagram,71.82,Rainy,Yes
23/06/2023,50,M,wine,Facebook,74.33,Sunny,Yes
17/06/2023,48,M,whiskey,Facebook,64.08,Cloudy,Yes
27/06/2023,25,F,cocktail,Instagram,19.09,Cloudy,Yes
17/06/2023,65,F,cocktail,Instagram,54.85,Cloudy,No
24/06/2023,48,M,whiskey,Facebook,60.15,Rainy,Yes
03/06/2023,55,M,wine,Facebook,78.64,Rainy,Yes
03/06/2023,38,M,whiskey,Facebook,87.94,Rainy,No
24/06/2023,30,M,wine,TikTok,46.61,Rainy,Yes
03/06/2023,48,M,whiskey,Facebook,78.38,Rainy,Yes
10/06/2023,44,M,whiskey,Facebook,73.87,Sunny,Yes
02/06/2023,47,M,whiskey,Facebook,71.05,Cloudy,Yes
03/06/2023,58,F,wine,Facebook,53.81,Rainy,Yes
14/06/2023,53,M,whiskey,Facebook,70.59,Stormy,No
10/06/2023,69,F,wine,Instagram,63.94,Sunny,No
25/06/2023,44,M,whiskey,Twitter,77.44,Sunny,Yes
15/06/2023,45,M,whiskey,Facebook,68.93,Sunny,Yes
24/06/2023,47,M,whiskey,Facebook,71.3,Rainy,Yes
04/06/2023,51,M,whiskey,Facebook,68.76,Sunny,Yes
04/06/2023,42,M,whiskey,Facebook,55.49,Sunny,No
10/06/2023,39,M,whiskey,Facebook,62.19,Sunny,Yes
25/06/2023,70,F,wine,Facebook,49.46,Sunny,No
03/06/2023,47,M,whiskey,Facebook,71.61,Rainy,Yes
12/06/2023,67,F,cocktail,Facebook,44.8,Rainy,Yes
15/06/2023,58,F,wine,Instagram,59.74,Sunny,No
11/06/2023,44,M,whiskey,Facebook,63.97,Sunny,Yes
30/06/2023,22,M,cocktail,Twitter,33.08,Sunny,Yes
19/06/2023,68,F,cocktail,Facebook,53.26,Cloudy,Yes
03/06/2023,31,M,whiskey,Facebook,64.33,Rainy,Yes
18/06/2023,42,M,whiskey,Facebook,88,Sunny,Yes
04/06/2023,50,M,whiskey,Facebook,83.44,Sunny,No
16/06/2023,65,F,cocktail,Facebook,50.82,Cloudy,Yes
25/06/2023,50,M,whiskey,Facebook,74.44,Sunny,Yes
01/06/2023,43,M,whiskey,Facebook,78.58,Cloudy,Yes
23/06/2023,55,F,wine,Facebook,39.86,Sunny,No
10/06/2023,43,M,wine,Facebook,68.45,Sunny,No
25/06/2023,47,M,whiskey,Facebook,76.76,Sunny,Yes
10/06/2023,44,M,whiskey,Facebook,81.39,Sunny,Yes
25/06/2023,40,M,whiskey,Facebook,55.99,Sunny,Yes
01/06/2023,19,M,cocktail,Instagram,31.82,Cloudy,No
11/06/2023,40,M,whiskey,Facebook,68.65,Sunny,Yes
24/06/2023,42,M,whiskey,Facebook,54.41,Rainy,Yes
06/06/2023,67,F,wine,Instagram,47.49,Sunny,Yes
10/06/2023,48,M,wine,Facebook,77.01,Sunny,No
12/06/2023,29,M,cocktail,Instagram,34.29,Rainy,No
24/06/2023,19,O,cocktail,TikTok,54.26,Rainy,No
24/06/2023,48,M,whiskey,Facebook,73.11,Rainy,Yes
02/06/2023,67,F,cocktail,Facebook,63.93,Cloudy,Yes
17/06/2023,39,M,whiskey,Facebook,78.56,Cloudy,Yes
17/06/2023,51,M,whiskey,Facebook,61.4,Cloudy,Yes
13/06/2023,41,M,whiskey,Facebook,59.51,Sunny,Yes
11/06/2023,47,M,whiskey,Facebook,78.98,Sunny,Yes
17/06/2023,43,M,whiskey,Facebook,73.5,Cloudy,Yes
25/06/2023,47,M,whiskey,Facebook,80.98,Sunny,Yes
17/06/2023,29,M,cocktail,Twitter,16.36,Cloudy,No
27/06/2023,66,F,wine,Facebook,38.17,Cloudy,Yes
20/06/2023,66,F,cocktail,Facebook,50.45,Sunny,No
10/06/2023,48,M,whiskey,Facebook,66.53,Sunny,Yes
14/06/2023,20,M,beer,TikTok,15.49,Stormy,No
29/06/2023,43,M,wine,Facebook,69.27,Rainy,Yes
18/06/2023,51,M,whiskey,Facebook,51.58,Sunny,Yes
11/06/2023,62,F,wine,Facebook,54.85,Sunny,Yes
06/06/2023,42,M,whiskey,Facebook,71.05,Sunny,Yes
06/06/2023,38,M,whiskey,Twitter,70.18,Sunny,Yes
04/06/2023,48,M,wine,Facebook,76.24,Sunny,Yes
10/06/2023,43,M,whiskey,Facebook,58.61,Sunny,Yes
25/06/2023,40,M,whiskey,Twitter,76.49,Sunny,Yes
05/06/2023,43,M,whiskey,Facebook,66.65,Cloudy,Yes
03/06/2023,64,F,wine,Facebook,77.16,Rainy,Yes
14/06/2023,36,M,whiskey,Facebook,67.16,Stormy,Yes
08/06/2023,41,M,whiskey,Facebook,63.06,Cloudy,Yes
25/06/2023,72,F,cocktail,Facebook,55.53,Sunny,Yes
22/06/2023,27,F,cocktail,TikTok,34.34,Cloudy,Yes
24/06/2023,35,F,beer,TikTok,30.36,Rainy,No
17/06/2023,43,M,whiskey,Twitter,70.05,Cloudy,No
25/06/2023,40,M,whiskey,Facebook,87.37,Sunny,Yes
17/06/2023,47,M,whiskey,Facebook,62.53,Cloudy,Yes
22/06/2023,60,F,cocktail,Facebook,63.86,Cloudy,No
24/06/2023,67,F,wine,Facebook,45.85,Rainy,Yes
30/06/2023,45,M,wine,Facebook,82.05,Sunny,Yes
28/06/2023,49,M,whiskey,Facebook,76.29,Cloudy,Yes
18/06/2023,44,M,wine,Facebook,74.48,Sunny,No
03/06/2023,36,M,whiskey,Facebook,74.62,Rainy,Yes
17/06/2023,52,M,whiskey,Twitter,86.16,Cloudy,No
29/06/2023,19,M,cocktail,TikTok,29.94,Rainy,No
07/06/2023,38,M,wine,Facebook,50.49,Sunny,No
21/06/2023,47,M,whiskey,Facebook,83.71,Sunny,No
24/06/2023,43,M,beer,Facebook,67.57,Rainy,No
13/06/2023,42,M,whiskey,Facebook,83.56,Sunny,Yes
19/06/2023,64,F,wine,Facebook,46.34,Cloudy,Yes
30/06/2023,44,M,beer,Facebook,66.19,Sunny,No
17/06/2023,43,M,whiskey,Facebook,66.43,Cloudy,No
28/06/2023,48,M,wine,Facebook,70.38,Cloudy,Yes
17/06/2023,51,M,whiskey,Facebook,59.35,Cloudy,Yes
13/06/2023,49,M,whiskey,Facebook,56.11,Sunny,Yes
16/06/2023,51,M,wine,Facebook,73.28,Cloudy,No
25/06/2023,62,F,wine,Facebook,41.76,Sunny,Yes
15/06/2023,40,M,wine,Facebook,75.09,Sunny,No
11/06/2023,23,F,cocktail,Twitter,39.77,Sunny,No
06/06/2023,25,F,beer,Twitter,23.7,Sunny,No
23/06/2023,43,M,whiskey,Facebook,79.01,Sunny,Yes
03/06/2023,41,M,whiskey,Facebook,60.61,Rainy,Yes
07/06/2023,38,M,whiskey,Facebook,68.51,Sunny,Yes
24/06/2023,47,M,wine,Facebook,82.66,Rainy,No
24/06/2023,44,M,whiskey,Facebook,67.45,Rainy,No
30/06/2023,20,F,cocktail,TikTok,31.75,Sunny,Yes
15/06/2023,47,M,whiskey,Facebook,69.23,Sunny,Yes
15/06/2023,48,M,whiskey,Facebook,71.8,Sunny,Yes
03/06/2023,70,F,cocktail,Facebook,46.4,Rainy,No
26/06/2023,43,M,whiskey,Facebook,76.9,Rainy,Yes
18/06/2023,43,M,whiskey,Twitter,73.97,Sunny,Yes
17/06/2023,42,M,wine,Twitter,54.14,Cloudy,Yes
26/06/2023,46,M,whiskey,Twitter,65.43,Rainy,Yes
03/06/2023,40,M,wine,Facebook,65.27,Rainy,No
30/06/2023,18,F,beer,Twitter,32.25,Sunny,Yes
24/06/2023,27,F,wine,TikTok,10.06,Rainy,No
03/06/2023,56,F,wine,Instagram,59.15,Rainy,Yes
04/06/2023,47,M,whiskey,Facebook,61.37,Sunny,Yes
14/06/2023,73,F,wine,Facebook,45.29,Stormy,No
10/06/2023,46,M,whiskey,Facebook,86.67,Sunny,Yes
11/06/2023,24,F,cocktail,TikTok,54.28,Sunny,No
06/06/2023,46,M,whiskey,Facebook,68.13,Sunny,Yes
04/06/2023,55,M,whiskey,Facebook,77.8,Sunny,Yes
06/06/2023,20,F,cocktail,TikTok,22.92,Sunny,No
08/06/2023,38,M,wine,Facebook,52.39,Cloudy,No
18/06/2023,43,M,whiskey,Facebook,78.1,Sunny,Yes
30/06/2023,37,M,wine,Facebook,67.48,Sunny,Yes
10/06/2023,52,M,wine,Facebook,73.9,Sunny,Yes
25/06/2023,53,M,whiskey,Facebook,56.84,Sunny,Yes
04/06/2023,32,M,beer,Twitter,38.14,Sunny,Yes
19/06/2023,48,M,whiskey,Facebook,80.49,Cloudy,Yes
10/06/2023,67,F,wine,Facebook,40.65,Sunny,Yes
13/06/2023,29,M,wine,TikTok,37.37,Sunny,No
11/06/2023,24,M,beer,TikTok,31.1,Sunny,Yes
09/06/2023,22,F,beer,TikTok,25.13,Cloudy,Yes
23/06/2023,47,M,whiskey,Facebook,73.14,Sunny,Yes
02/06/2023,36,M,whiskey,Facebook,76.19,Cloudy,No
13/06/2023,65,F,cocktail,Facebook,50.81,Sunny,No
08/06/2023,48,M,whiskey,Facebook,58.44,Cloudy,No
30/06/2023,39,M,wine,Facebook,75.37,Sunny,No
10/06/2023,38,M,wine,Facebook,82.5,Sunny,No
21/06/2023,44,M,whiskey,Facebook,60.57,Sunny,Yes
18/06/2023,47,M,whiskey,Facebook,69.3,Sunny,No
10/06/2023,33,M,wine,Facebook,73.34,Sunny,No
24/06/2023,71,F,wine,Facebook,62.31,Rainy,No
13/06/2023,41,M,whiskey,Facebook,97.09,Sunny,Yes
17/06/2023,60,F,wine,Facebook,56.68,Cloudy,No
18/06/2023,38,M,whiskey,Facebook,56.1,Sunny,Yes
17/06/2023,21,M,cocktail,Twitter,43.85,Cloudy,No
05/06/2023,23,F,cocktail,Twitter,19.12,Cloudy,No
18/06/2023,63,F,wine,Instagram,44.32,Sunny,Yes
25/06/2023,47,M,whiskey,Facebook,76.47,Sunny,Yes
09/06/2023,45,M,whiskey,Facebook,69.46,Cloudy,Yes
09/06/2023,34,M,whiskey,Facebook,72.98,Cloudy,Yes
02/06/2023,53,M,wine,Facebook,71.41,Cloudy,No
21/06/2023,52,M,wine,Twitter,61.85,Sunny,Yes
25/06/2023,52,M,whiskey,Twitter,76.02,Sunny,Yes
26/06/2023,46,M,wine,Twitter,68.88,Rainy,Yes
04/06/2023,45,M,whiskey,Facebook,58.6,Sunny,Yes
